"City","Year","Period","n_obs","n_obs_RG","n_taxa","n_users","n_obs_all","taxa"
"Central Taiwan, Taiwan",2022,"during",7,4,4,2,2067,"119888 355962 125773 218332"
"Charlotte, North Carolina, USA",2019,"before",3,0,2,2,201,"182679 117943 117951"
"Charlotte, North Carolina, USA",2019,"during",50,5,12,32,8707,"117943 155091 49490 69430 117951 155093 121176 119778 155092 182679 69211 182613 154184 54734 67747"
"Charlotte, North Carolina, USA",2020,"before",2,1,2,2,863,"155091 67747"
"Charlotte, North Carolina, USA",2020,"during",8,2,4,7,1964,"117943 121176 460246 117951 155091 67747 117867"
"Charlotte, North Carolina, USA",2020,"after",9,1,6,4,1610,"69436 155091 121176 117867 155090 182679 117943 67747"
"Charlotte, North Carolina, USA",2021,"before",3,0,3,2,1044,"69430 117943 322661"
"Charlotte, North Carolina, USA",2021,"during",22,5,14,9,3068,"194163 121176 155091 67747 117867 117938 148365 182679 117925 710073 205470 630829 463344 125773 175440 117943"
"Charlotte, North Carolina, USA",2021,"after",3,0,3,3,1692,"54294 49490 121176"
"Charlotte, North Carolina, USA",2022,"before",5,0,5,4,948,"151767 155091 117938 117943 182679"
"Charlotte, North Carolina, USA",2022,"during",19,3,13,9,3038,"630835 67747 117943 117942 205470 155091 463344 117867 320843 182713 148365 119669 117887 69436"
"Charlottesville, Virginia, USA",2018,"during",8,1,7,2,409,"813872 320843 155093 200925 125773 151767 117867 49490"
"Charlottesville, Virginia, USA",2019,"before",1,0,1,1,129,"69430"
"Charlottesville, Virginia, USA",2019,"after",1,0,1,1,76,"233685"
"Charlottesville, Virginia, USA",2020,"during",9,0,6,8,1489,"182613 121176 117951 49490 117943 117992 119669 155091"
"Charlottesville, Virginia, USA",2021,"before",5,2,5,2,707,"54294 182679 182657 121176 182670"
"Charlottesville, Virginia, USA",2021,"during",6,0,5,5,1591,"228056 155091 117951 49490 67747 121176"
"Charlottesville, Virginia, USA",2021,"after",1,0,1,1,693,"322661"
"Charlottesville, Virginia, USA",2022,"before",2,1,2,1,702,"59954 49490"
"Charlottesville, Virginia, USA",2022,"during",5,1,4,5,2055,"175359 320843 182631 117892 49490"
"Charlottesville, Virginia, USA",2022,"after",3,1,3,2,857,"182670 59954 155091"
"Chattanooga, Tennessee, USA",2020,"before",1,0,1,1,786,"60724"
"Chattanooga, Tennessee, USA",2020,"during",25,9,13,14,3508,"49490 217093 463344 155090 69430 67747 117951 227252 182679 121176 117867 125773 151767 182613 155091 148365 117943"
"Chattanooga, Tennessee, USA",2020,"after",8,4,5,6,983,"460246 67747 59954 119669 227252"
"Chattanooga, Tennessee, USA",2021,"before",6,0,4,2,1666,"117892 182675 117943 151767"
"Chattanooga, Tennessee, USA",2021,"during",11,4,10,5,3645,"155093 121176 148365 182631 54607 462813 151767 125773 117867 1035932"
"Chattanooga, Tennessee, USA",2021,"after",2,1,2,2,1464,"182631 460246"
"Chattanooga, Tennessee, USA",2022,"before",3,1,3,1,904,"54607 182679 117963"
"Chattanooga, Tennessee, USA",2022,"during",25,11,15,11,3198,"49490 117950 117892 182679 121176 148365 67747 205567 217082 155495 460246 117943 48325 155091 227252 182713 182631 117867"
"Chattanooga, Tennessee, USA",2022,"after",4,2,4,3,1597,"203800 148365 59954 180500"
"Chiayi-Yunlin, Taiwan",2019,"before",1,0,1,1,742,"977416"
"Chiayi-Yunlin, Taiwan",2019,"during",4,0,2,4,10149,"117943 69468"
"Chiayi-Yunlin, Taiwan",2020,"during",1,0,1,1,11884,"117867"
"Chiayi-Yunlin, Taiwan",2020,"after",1,0,1,1,339,"67747"
"Chiayi-Yunlin, Taiwan",2021,"during",5,2,4,3,17329,"227259 119778 117980 121176 67747"
"Chiayi-Yunlin, Taiwan",2022,"during",17,5,12,10,19460,"227259 67747 49490 54294 182631 69468 175758 175954 182679 123114 117859 218332 229702"
"Chicago, Illinois, USA",2018,"before",2,0,2,1,399,"69430 55576"
"Chicago, Illinois, USA",2018,"during",49,16,23,17,6981,"220115 119669 229441 48325 117943 69430 200925 117929 117877 117950 632126 203713 49488 151767 54734 463339 217132 222950 174748 49490 117887 155091 55553 155090 344442 54735 155092"
"Chicago, Illinois, USA",2018,"after",1,0,1,1,1647,"117943"
"Chicago, Illinois, USA",2019,"before",1,0,1,1,978,"55576"
"Chicago, Illinois, USA",2019,"during",62,27,17,20,8137,"155090 117943 182656 200925 532533 69430 463344 54734 117877 54294 117887 151767 174748 119669 233685 462696 175433 117987 69211 344442"
"Chicago, Illinois, USA",2019,"after",2,1,2,2,2872,"117932 117943"
"Chicago, Illinois, USA",2020,"before",4,1,3,4,1788,"117943 49490 233685"
"Chicago, Illinois, USA",2020,"during",11,1,6,8,4451,"182613 69430 54734 117951 117943 463344 182631"
"Chicago, Illinois, USA",2020,"after",3,0,3,2,2427,"182467 179366 69430"
"Chicago, Illinois, USA",2021,"before",5,1,4,5,4133,"182675 344442 117943 117887"
"Chicago, Illinois, USA",2021,"during",37,18,11,23,12501,"344442 155090 117943 117887 182631 151767 182656 117951 117892 54734 463344 200925 69430"
"Chicago, Illinois, USA",2021,"after",8,3,7,5,6363,"344442 151767 117887 55553 182675 228070 55576"
"Chicago, Illinois, USA",2022,"before",29,0,13,15,2617,"155090 233685 200925 69430 182461 69211 117892 344442 182675 463837 222950 69468 155497 462696"
"Chicago, Illinois, USA",2022,"during",46,1,19,30,9515,"233685 69468 229445 151767 200925 54734 124439 154108 117987 117943 344442 117887 372229 155090 220115 229441 49490 69211 228062 182613 69430 117951 155497"
"Chicago, Illinois, USA",2022,"after",2,0,2,1,5106,"175247 174748"
"Chiriquí, Panamá",2020,"during",23,4,14,12,7143,"117887 117867 182631 217299 132205 117943 203089 117987 67747 69437 123348 54294 175845 175433 175440 151767 182613"
"Chiriquí, Panamá",2021,"during",8,0,5,5,2291,"175954 463096 67747 69211 117943 182679"
"Chiriquí, Panamá",2022,"during",9,0,7,4,4927,"504612 123348 182679 117860 461903 67747 117943 117951 60724"
"Chiriquí, Panamá",2022,"after",1,0,1,1,241,"175357"
"Chur, Chur, Switzerland",2022,"before",51,16,36,5,2023,"220695 231137 117887 463481 154184 117884 205562 351727 117861 117992 463177 55576 532267 54735 217132 175355 463837 633142 463981 194736 54607 464241 48711 154564 117874 217428 117852 228851 212392 117963 222049 155495 210527 54294 203807 119676 117942 49490 463344 67747 117929"
"Chur, Chur, Switzerland",2022,"during",12,5,8,7,10632,"54294 49490 48325 175355 60724 532267 117887 462122"
"Chur, Chur, Switzerland",2022,"after",27,10,19,9,4744,"154458 49490 404864 127051 463177 117867 182652 222049 463479 117861 175489 54294 532707 632126 54613 117987 174748 532267 154129 218461 117899 1080564"
"Cincinnati, Ohio, USA",2021,"before",1,0,1,1,1109,"125773"
"Cincinnati, Ohio, USA",2021,"during",6,0,3,6,3459,"69211 117867 155091 151767 117943"
"Cincinnati, Ohio, USA",2022,"during",9,2,6,9,3318,"117943 69430 117887 182613 155091 151767 117951"
"Ciudad de México, México",2019,"during",29,12,12,14,9848,"117943 155090 60724 69430 67747 117887 154128 155495 154184 49490 200925 220115 117892"
"Ciudad de México, México",2021,"during",15,6,6,8,5229,"69437 182713 117887 69211 69468 69436 69430 155090 60724"
"Ciudad de México, México",2021,"after",1,1,1,1,804,"151767"
"Ciudad de México, México",2022,"before",2,0,2,2,881,"117867 117887"
"Ciudad de México, México",2022,"during",49,7,16,24,8563,"69437 117943 491234 69430 117887 117867 155090 175971 632126 205901 54294 60724 117877 117879 220115 117932 117942 69211 48325 175359"
"Ciudad de México, México",2022,"after",12,0,7,5,830,"60724 69437 117951 54757 117887 155094 117867"
"Ciudad de Panamá, Panamá",2019,"during",7,2,4,3,5216,"117943 464189 222950 148365 463096 117951"
"Ciudad de Panamá, Panamá",2019,"after",1,0,1,1,395,"155093"
"Ciudad de Panamá, Panamá",2020,"during",3,1,2,2,2364,"182631 117943"
"Ciudad de Panamá, Panamá",2021,"during",2,0,2,2,3093,"117887 175440"
"Ciudad de Panamá, Panamá",2021,"after",1,0,1,1,254,"132205"
"Ciudad de Panamá, Panamá",2022,"during",10,0,9,9,5065,"132205 60724 182656 117892 182613 630835 463096 182631 176035 205079"
"Cleveland-Akron-Canton, OH, USA",2018,"before",13,6,11,3,467,"462426 220242 125773 706693 227561 710073 220115 117903 117943 229443 155091"
"Cleveland-Akron-Canton, OH, USA",2018,"during",124,53,47,30,6610,"119669 49490 69211 117943 69430 232791 463870 180493 550161 463344 344442 174748 124439 49488 506114 532146 532533 222950 463305 205460 226109 214710 125773 154184 214458 632126 155093 54607 117887 155091 54734 194163 151767 460246 182613 117987 233685 462479 227561 230281 182656 117945 125754 155095 200925 117951 69468 194686 155082 155090 123894 210576 182670 463139 54735 229445"
"Cleveland-Akron-Canton, OH, USA",2018,"after",35,11,29,8,1374,"117943 462696 462951 180493 228243 232791 506114 462868 155497 532146 155082 200925 463344 60729 228037 463234 182613 182713 462408 222938 233323 462305 532114 233685 865798 463775 344424 463207 710073"
"Cleveland-Akron-Canton, OH, USA",2019,"before",27,6,20,5,840,"117951 117943 155090 182542 232797 174766 210527 532114 532227 462409 60715 174751 462457 463347 883150 532290 155095 226109 216213 463184 1286266 233483"
"Cleveland-Akron-Canton, OH, USA",2019,"during",87,37,59,15,4297,"54607 54734 125754 155090 117943 182542 214458 155092 154108 174751 124439 194686 200925 229703 117951 182670 205846 117900 151767 462785 180493 228244 462426 463858 117963 774948 214710 203713 194163 119669 182558 155095 212238 209662 463207 233449 463184 125773 155091 222950 233685 227661 230426 194679 205460 220115 1232354 155082 228062 228044 69430 117903 214244 182656 232791 214751 532146 117950 117892 117887 182675 155093"
"Cleveland-Akron-Canton, OH, USA",2019,"after",14,1,7,10,1661,"117943 463344 151767 229443 462721 462263 117951 179037"
"Cleveland-Akron-Canton, OH, USA",2020,"before",6,1,4,6,1256,"123894 117943 49490 125754 463340"
"Cleveland-Akron-Canton, OH, USA",2020,"during",46,16,20,24,6248,"69468 117887 117943 49490 117951 54735 179037 154184 344442 124439 182613 200925 69430 182467 155093 117422 119778 117942 60709 55576 151767 155091 125773 462408"
"Cleveland-Akron-Canton, OH, USA",2020,"after",8,0,5,7,2031,"117943 117951 463344 222957 462721 69468 69430"
"Cleveland-Akron-Canton, OH, USA",2021,"before",6,1,5,6,2493,"69468 117943 67747 180448 125773"
"Cleveland-Akron-Canton, OH, USA",2021,"during",21,3,9,7,7227,"117887 200925 155093 463344 119669 117867 117943 49490 117951 117877 155091 69468 220115"
"Cleveland-Akron-Canton, OH, USA",2021,"after",7,0,6,1,3118,"155090 117971 151767 117942 117943 463344"
"Cleveland-Akron-Canton, OH, USA",2022,"before",6,0,4,5,1433,"117887 155092 155090 117943 194686"
"Cleveland-Akron-Canton, OH, USA",2022,"during",33,6,17,20,6303,"117943 119669 69468 155090 117892 232791 155091 54735 50252 49490 151767 463344 182670 182713 220115 155094 125754 205689 117867"
"Cleveland-Akron-Canton, OH, USA",2022,"after",7,3,7,5,4427,"155093 154184 60724 69430 233685 464002 222950"
"Colón, Panamá",2020,"during",4,0,4,3,3803,"175433 182631 463096 54735"
"Colón, Panamá",2021,"during",2,0,2,1,1340,"123114 175440"
"Colón, Panamá",2022,"after",1,0,1,1,93,"117943"
"Colorado Springs, Colorado, USA",2019,"during",30,0,16,9,3861,"67747 69468 182455 119888 212280 229703 54607 155090 632126 125773 532747 155095 200925 148365 222950 203800"
"Colorado Springs, Colorado, USA",2020,"during",36,3,17,6,3470,"344442 182679 175350 67747 175944 200925 632126 182455 69437 155090 125773 123230 174748 49490 532267 182461 182502 223123 182542"
"Colorado Springs, Colorado, USA",2020,"after",1,0,1,1,195,"54294"
"Colorado Springs, Colorado, USA",2021,"during",5,2,4,4,996,"49490 220115 60724 67747"
"Colorado Springs, Colorado, USA",2021,"after",2,0,2,1,387,"175433 54294"
"Colorado Springs, Colorado, USA",2022,"before",8,1,6,1,152,"344442 220115 155094 123230 67747 117887"
"Colorado Springs, Colorado, USA",2022,"during",9,1,6,5,777,"344442 154250 69468 220115 123230 229083"
"Colorado Springs, Colorado, USA",2022,"after",3,0,3,3,440,"123230 344442 230002"
"Columbus, Ohio, USA",2021,"before",1,0,1,1,720,"155091"
"Columbus, Ohio, USA",2022,"before",1,1,1,1,792,"344429"
"Columbus, Ohio, USA",2022,"during",3,1,3,3,1741,"155091 54294 54613"
"Columbus, Ohio, USA",2022,"after",10,3,9,4,1637,"214267 50252 228227 175021 205684 462434 217135 460246 117943 49490"
"Copenhagen, Denmark",2020,"during",36,22,17,10,1673,"60718 54734 462706 124439 55576 54294 194681 532146 464233 463984 182631 463479 123175 223123 117887 154184 175355 222950"
"Copenhagen, Denmark",2020,"after",2,2,2,2,529,"54734 55576"
"Copenhagen, Denmark",2021,"before",2,1,2,2,545,"124439 123175"
"Copenhagen, Denmark",2021,"during",26,20,10,8,2216,"55576 117887 223123 463344 182631 399803 222838 155497 124439 50252 54734 228059"
"Copenhagen, Denmark",2021,"after",1,1,1,1,548,"55576"
"Copenhagen, Denmark",2022,"during",26,20,12,9,2014,"54734 124439 55576 223123 222838 117951 229764 54758 194681 1080564 632126 175433"
"Copenhagen, Denmark",2022,"after",3,3,3,1,356,"55576 124439 123175"
"Corpus Christi, Texas, USA",2021,"during",1,0,1,1,2137,"48325"
"Corpus Christi, Texas, USA",2022,"before",1,0,1,1,1127,"227252"
"Cosalá, Sinaloa, México",2022,"during",2,0,2,2,10883,"175845 117942"
"Cuernavaca, Morelos, México",2021,"during",2,2,2,2,7494,"182713 175359"
"Cuernavaca, Morelos, México",2022,"during",9,0,9,2,4414,"155090 182713 117958 117943 123114 67747 154184 117896 69163"
"Culiacán, Sinaloa, México",2022,"during",4,0,3,3,11686,"117942 69163 117932"
"Curitiba, Paraná, Brazil",2018,"during",5,0,5,3,911,"121176 463096 48325 54735 117943"
"Curitiba, Paraná, Brazil",2020,"during",11,3,6,4,2451,"117971 463096 174748 123176 54758 205079 117988 464189"
"Curitiba, Paraná, Brazil",2021,"before",2,1,2,1,215,"464189 176035"
"Curitiba, Paraná, Brazil",2021,"during",15,3,7,11,3797,"464189 461903 182679 67747 463096 374430 69211 175440 117867 117943 117951"
"Curitiba, Paraná, Brazil",2021,"after",2,1,2,2,194,"232361 464189"
"Curitiba, Paraná, Brazil",2022,"during",18,3,11,13,2400,"463096 48325 461903 464189 117951 69214 182713 121176 55554 123348 203077 462122 404864"
"Curitiba, Paraná, Brazil",2022,"after",2,0,2,2,193,"117932 48325"
"Dallas-Fort Worth, Texas, USA",2018,"before",4,2,4,3,2903,"55553 117877 232361 69430"
"Dallas-Fort Worth, Texas, USA",2018,"during",46,14,15,28,35074,"54735 55554 200925 55553 69430 508867 232361 117877 117942 117943 123230 229759 155090 151767 117867 117887 55576"
"Dallas-Fort Worth, Texas, USA",2019,"before",5,0,4,2,3308,"463071 229249 212280 119888"
"Dallas-Fort Worth, Texas, USA",2019,"during",40,11,15,22,36538,"229759 508867 117887 117877 155090 117943 69436 69430 55553 182701 233685 55576 232361 117951 200925 117971 54734"
"Dallas-Fort Worth, Texas, USA",2019,"after",3,3,2,2,3195,"223470 232361"
"Dallas-Fort Worth, Texas, USA",2020,"before",23,4,13,7,5277,"229759 229441 463777 69211 117865 117877 233685 155090 117887 151767 124439 148365 55553 117987 155095 55554"
"Dallas-Fort Worth, Texas, USA",2020,"during",65,18,25,31,32836,"48325 174748 55553 233685 117887 117943 69430 232361 117877 54734 49490 175944 632126 117951 182631 117867 532533 55554 229245 120384 60724 532755 124439 155090 229441 55576 463825 69211 175433 222950"
"Dallas-Fort Worth, Texas, USA",2020,"after",8,4,4,5,7681,"55553 174748 117867 69430"
"Dallas-Fort Worth, Texas, USA",2021,"before",17,3,11,12,6803,"222950 233685 117943 117942 69430 232361 151767 60724 117899 462953 344442 55554"
"Dallas-Fort Worth, Texas, USA",2021,"during",119,19,28,47,37700,"232361 117867 117877 55553 69211 117887 155090 463837 117943 233685 174748 69430 117865 175758 151767 229759 227252 123511 229256 632126 532533 229441 117942 532349 148365 510865 123114 155091 54734 222950 463344 117987 182631"
"Dallas-Fort Worth, Texas, USA",2021,"after",4,0,3,4,6061,"155090 232361 69211"
"Dallas-Fort Worth, Texas, USA",2022,"before",11,3,8,7,7204,"118245 232361 55553 117892 229759 174748 69430 229441"
"Dallas-Fort Worth, Texas, USA",2022,"during",143,37,36,44,42147,"632126 155095 69211 233685 222950 117887 232361 155090 117943 55553 54735 344442 117877 117853 151767 174748 155091 229441 175357 50252 60724 69163 117932 154107 532533 69430 175438 117867 175657 60709 175845 54757 117865 175501 532349 229245 69436 55554 118245 229256 117938 117892"
"Dallas-Fort Worth, Texas, USA",2022,"after",4,2,4,4,6026,"232361 55553 117887 69430"
"Davao City, Philippines",2020,"during",8,0,7,5,3601,"182631 176035 175893 117943 205470 463344 117938"
"Davao City, Philippines",2021,"during",18,0,9,10,4395,"182631 67747 229702 463344 117938 632126 205689 117892 175433 182679"
"Davao City, Philippines",2021,"after",2,0,2,1,1224,"227252 182631"
"Davao City, Philippines",2022,"during",27,0,15,8,3626,"217296 132205 182631 176035 229702 182713 117867 154184 200925 532141 218571 123348 155497 463344 463825 148365 69436 221305"
"Denver-Boulder Metro, Colorado, USA",2018,"before",1,0,1,1,233,"532267"
"Denver-Boulder Metro, Colorado, USA",2018,"during",64,22,20,18,8931,"632126 60724 49490 182502 117899 532267 117951 182679 344442 182508 194681 154128 532533 174748 119888 200925 69468 463825 67747 59968 180500 182542 182439 210316 233697"
"Denver-Boulder Metro, Colorado, USA",2019,"before",2,0,2,2,278,"463837 182679"
"Denver-Boulder Metro, Colorado, USA",2019,"during",31,3,15,10,6379,"49490 155093 182605 344442 123230 532267 182679 200925 125055 463825 155090 532533 182455 60724 229256 632126 69468 67747"
"Denver-Boulder Metro, Colorado, USA",2019,"after",2,1,2,1,856,"532533 632126"
"Denver-Boulder Metro, Colorado, USA",2020,"before",19,6,10,4,635,"203800 532267 175944 532755 532175 155094 632126 60724 123230 125055 175170 182455 59954"
